ip,app,device,os,channel,click_hour,click_time
10.0.16.1,com.android.chrome,mobile,Windows,organic,18,2025-01-01 10:42:00
10.0.35.4,com.android.chrome,desktop,Windows,organic,20,2025-01-01 10:25:15
10.0.32.3,com.android.chrome,desktop,Windows,organic,17,2025-01-01 09:28:30
10.0.5.7,com.android.chrome,mobile,Windows,organic,17,2025-01-01 10:42:54
10.0.17.2,com.android.chrome,mobile,iOS,organic,6,2025-01-01 10:03:04
10.0.27.9,com.news.app,desktop,iOS,organic,14,2025-01-01 10:03:15
10.0.12.7,com.shopping.app,desktop,Android,organic,15,2025-01-01 10:09:12
10.0.27.3,com.android.chrome,mobile,Windows,organic,13,2025-01-01 10:20:58
10.0.36.4,com.android.chrome,mobile,Android,organic,16,2025-01-01 09:52:12
10.0.31.3,com.shopping.app,desktop,Android,organic,3,2025-01-01 09:52:21
10.0.11.4,com.android.chrome,desktop,Android,organic,16,2025-01-01 09:35:00
10.0.4.9,com.shopping.app,mobile,Windows,organic,15,2025-01-01 10:39:27
10.0.38.6,com.news.app,desktop,Windows,organic,8,2025-01-01 10:04:32
10.0.47.7,com.news.app,desktop,Android,organic,8,2025-01-01 10:04:43
10.0.9.2,com.news.app,desktop,Android,organic,14,2025-01-01 09:35:24
10.0.7.9,com.shopping.app,mobile,Android,organic,9,2025-01-01 09:53:15
10.0.49.7,com.news.app,desktop,iOS,organic,16,2025-01-01 09:47:28
10.0.7.5,com.news.app,desktop,Android,organic,10,2025-01-01 09:59:30
10.0.33.1,com.android.chrome,desktop,Android,organic,16,2025-01-01 10:29:30
10.0.15.4,com.shopping.app,desktop,iOS,organic,22,2025-01-01 09:35:54
10.0.26.2,com.news.app,desktop,Windows,organic,8,2025-01-01 10:24:00
10.0.3.4,com.news.app,desktop,iOS,organic,6,2025-01-01 10:06:11
10.0.46.8,com.news.app,desktop,Windows,organic,19,2025-01-01 10:00:20
10.0.37.4,com.shopping.app,desktop,iOS,organic,12,2025-01-01 09:36:18
10.0.46.3,com.shopping.app,mobile,Android,organic,21,2025-01-01 10:00:40
10.0.44.9,com.news.app,mobile,iOS,organic,14,2025-01-01 10:31:15
10.0.5.8,com.android.chrome,mobile,iOS,organic,23,2025-01-01 09:42:42
10.0.23.5,com.shopping.app,desktop,Android,organic,12,2025-01-01 10:13:24
10.0.35.5,com.shopping.app,desktop,Windows,organic,12,2025-01-01 10:07:28
10.0.27.1,com.shopping.app,mobile,Android,organic,6,2025-01-01 10:13:48
10.0.43.5,com.news.app,mobile,Windows,organic,9,2025-01-01 10:32:30
10.0.14.7,com.android.chrome,desktop,Android,organic,2,2025-01-01 09:49:28
10.0.16.6,com.news.app,desktop,Android,organic,7,2025-01-01 09:43:24
10.0.10.2,com.news.app,mobile,Windows,organic,16,2025-01-01 09:49:44
10.0.24.5,com.android.chrome,mobile,Windows,organic,3,2025-01-01 09:37:24
10.0.31.8,com.android.chrome,desktop,Android,organic,9,2025-01-01 10:08:45
10.0.37.2,com.android.chrome,desktop,Windows,organic,18,2025-01-01 10:21:28
10.0.35.5,com.android.chrome,mobile,iOS,organic,15,2025-01-01 09:50:16
10.0.7.6,com.android.chrome,desktop,Windows,organic,15,2025-01-01 10:59:42
10.0.43.8,com.shopping.app,mobile,Windows,organic,7,2025-01-01 10:09:29
10.0.9.4,com.android.chrome,desktop,Android,organic,10,2025-01-01 10:16:00
10.0.43.9,com.shopping.app,mobile,Android,organic,13,2025-01-01 10:47:57
10.0.48.8,com.news.app,mobile,Windows,organic,22,2025-01-01 09:44:34
10.0.29.4,com.news.app,mobile,Windows,organic,7,2025-01-01 10:29:22
10.0.22.6,com.android.chrome,mobile,iOS,organic,8,2025-01-01 09:38:24
10.0.10.3,com.android.chrome,mobile,iOS,organic,8,2025-01-01 10:04:10
10.0.5.6,com.shopping.app,mobile,Windows,organic,16,2025-01-01 10:55:48
10.0.1.9,com.news.app,desktop,iOS,organic,11,2025-01-01 09:51:36
10.0.27.2,com.news.app,desktop,iOS,organic,5,2025-01-01 10:56:24
10.0.29.4,com.android.chrome,mobile,Windows,organic,12,2025-01-01 11:09:40
10.0.23.8,com.shopping.app,desktop,Android,organic,7,2025-01-01 10:50:30
10.0.30.5,com.news.app,mobile,iOS,organic,16,2025-01-01 10:31:14
10.0.31.8,com.shopping.app,mobile,Windows,organic,8,2025-01-01 09:52:16
10.0.20.6,com.shopping.app,desktop,iOS,organic,3,2025-01-01 10:31:42
10.0.31.7,com.shopping.app,mobile,Android,organic,13,2025-01-01 10:25:22
10.0.27.5,com.android.chrome,desktop,iOS,organic,17,2025-01-01 10:32:10
10.0.39.8,com.news.app,desktop,Windows,organic,9,2025-01-01 10:32:24
10.0.28.2,com.shopping.app,desktop,Android,organic,16,2025-01-01 10:19:24
10.0.17.1,com.android.chrome,desktop,iOS,organic,12,2025-01-01 10:46:08
10.0.24.6,com.android.chrome,desktop,iOS,organic,12,2025-01-01 09:53:12
10.0.1.9,com.shopping.app,mobile,Windows,organic,20,2025-01-01 09:53:20
10.0.31.8,com.android.chrome,mobile,Android,organic,17,2025-01-01 11:06:59
10.0.20.7,com.shopping.app,desktop,Android,organic,3,2025-01-01 09:33:30
10.0.24.1,com.android.chrome,mobile,iOS,organic,15,2025-01-01 10:13:53
10.0.20.5,com.android.chrome,mobile,iOS,organic,11,2025-01-01 10:20:48
10.0.42.8,com.shopping.app,mobile,Android,organic,20,2025-01-01 10:41:15
10.0.37.1,com.android.chrome,desktop,iOS,organic,7,2025-01-01 09:47:22
10.0.3.8,com.news.app,mobile,Android,organic,8,2025-01-01 10:07:50
10.0.4.6,com.shopping.app,mobile,Windows,organic,5,2025-01-01 09:54:24
10.0.2.4,com.shopping.app,mobile,Windows,organic,10,2025-01-01 11:16:20
10.0.7.2,com.shopping.app,desktop,Windows,organic,6,2025-01-01 10:35:40
10.0.7.4,com.shopping.app,desktop,Windows,organic,14,2025-01-01 09:34:15
10.0.31.1,com.android.chrome,desktop,iOS,organic,17,2025-01-01 10:36:08
10.0.24.4,com.android.chrome,desktop,Android,organic,15,2025-01-01 10:08:50
10.0.47.2,com.shopping.app,mobile,iOS,organic,16,2025-01-01 09:48:18
10.0.49.8,com.android.chrome,desktop,Android,organic,9,2025-01-01 10:36:50
10.0.20.6,com.shopping.app,mobile,Android,organic,17,2025-01-01 10:09:20
10.0.17.6,com.shopping.app,desktop,Windows,organic,10,2025-01-01 10:30:21
10.0.40.2,com.shopping.app,desktop,iOS,organic,17,2025-01-01 09:55:44
10.0.40.7,com.shopping.app,desktop,Android,organic,14,2025-01-01 09:41:54
10.0.16.1,com.news.app,desktop,Android,organic,6,2025-01-01 10:10:00
10.0.24.7,com.android.chrome,mobile,iOS,organic,5,2025-01-01 10:52:16
10.0.10.5,com.shopping.app,mobile,Android,organic,2,2025-01-01 10:59:34
10.0.28.6,com.news.app,desktop,Windows,organic,5,2025-01-01 09:42:18
10.0.19.5,com.news.app,mobile,Windows,organic,11,2025-01-01 10:46:00
10.0.20.4,com.shopping.app,mobile,iOS,organic,6,2025-01-01 10:53:20
10.0.1.2,com.shopping.app,mobile,iOS,organic,3,2025-01-01 11:14:54
10.0.12.2,com.android.chrome,desktop,Windows,organic,16,2025-01-01 09:56:56
10.0.29.5,com.shopping.app,mobile,Android,organic,10,2025-01-01 09:35:40
10.0.7.5,com.shopping.app,desktop,Windows,organic,16,2025-01-01 10:40:06
10.0.34.3,com.android.chrome,mobile,iOS,organic,11,2025-01-01 10:54:40
10.0.49.6,com.android.chrome,mobile,Windows,organic,10,2025-01-01 11:16:29
10.0.3.3,com.android.chrome,desktop,Android,organic,11,2025-01-01 11:09:36
10.0.15.9,com.shopping.app,mobile,Android,organic,11,2025-01-01 10:19:23
10.0.41.3,com.news.app,mobile,Android,organic,17,2025-01-01 10:55:44
10.0.42.1,com.android.chrome,mobile,Android,organic,10,2025-01-01 10:56:00
10.0.31.9,com.news.app,mobile,Android,organic,19,2025-01-01 10:41:44
10.0.9.9,com.shopping.app,mobile,Windows,organic,4,2025-01-01 10:34:41
10.0.15.3,com.shopping.app,desktop,Android,organic,16,2025-01-01 10:56:48
10.0.23.7,com.android.chrome,mobile,Windows,organic,6,2025-01-01 11:19:01
10.0.8.5,com.shopping.app,desktop,Windows,organic,14,2025-01-01 10:13:20
10.0.12.9,com.shopping.app,mobile,Android,organic,1,2025-01-01 11:12:18
10.0.6.3,com.android.chrome,desktop,Android,organic,12,2025-01-01 09:51:34
10.0.42.1,com.android.chrome,mobile,Android,organic,0,2025-01-01 10:50:45
10.0.18.3,com.android.chrome,desktop,Windows,organic,20,2025-01-01 10:14:00
10.0.45.5,com.shopping.app,desktop,Windows,organic,19,2025-01-01 11:13:30
10.0.37.2,com.news.app,mobile,Windows,organic,16,2025-01-01 11:28:40
10.0.33.1,com.android.chrome,mobile,iOS,organic,19,2025-01-01 11:14:06
10.0.25.9,com.news.app,desktop,Android,organic,6,2025-01-01 10:29:36
10.0.45.6,com.news.app,mobile,Android,organic,7,2025-01-01 10:44:46
10.0.24.8,com.shopping.app,desktop,Android,organic,7,2025-01-01 11:30:00
10.0.25.6,com.android.chrome,mobile,Android,organic,14,2025-01-01 10:30:12
10.0.38.3,com.android.chrome,desktop,iOS,organic,19,2025-01-01 11:23:08
10.0.39.8,com.shopping.app,desktop,Windows,organic,22,2025-01-01 10:00:24
10.0.9.1,com.android.chrome,mobile,iOS,organic,15,2025-01-01 11:31:20
10.0.43.1,com.shopping.app,desktop,Android,organic,15,2025-01-01 10:31:00
10.0.31.4,com.android.chrome,desktop,Windows,organic,19,2025-01-01 09:53:12
10.0.40.2,com.shopping.app,desktop,Android,organic,10,2025-01-01 09:53:19
10.0.27.8,com.android.chrome,mobile,Windows,organic,8,2025-01-01 10:31:36
10.0.4.5,com.android.chrome,mobile,Android,organic,7,2025-01-01 10:08:51
10.0.30.1,com.android.chrome,mobile,Windows,organic,6,2025-01-01 11:33:20
10.0.8.2,com.shopping.app,desktop,Android,organic,17,2025-01-01 10:47:34
10.0.37.3,com.shopping.app,desktop,Android,organic,6,2025-01-01 10:09:18
10.0.47.8,com.news.app,desktop,iOS,organic,8,2025-01-01 10:55:45
10.0.4.2,com.shopping.app,desktop,iOS,organic,17,2025-01-01 11:11:28
10.0.17.4,com.android.chrome,mobile,Android,organic,8,2025-01-01 10:02:00
10.0.3.6,com.news.app,mobile,iOS,organic,22,2025-01-01 11:19:48
10.0.45.7,com.android.chrome,desktop,Android,organic,8,2025-01-01 11:35:40
10.0.37.6,com.news.app,desktop,iOS,organic,12,2025-01-01 10:49:12
10.0.7.6,com.news.app,mobile,Windows,organic,8,2025-01-01 10:25:59
10.0.2.5,com.shopping.app,mobile,iOS,organic,19,2025-01-01 09:47:00
10.0.35.3,com.news.app,desktop,iOS,organic,9,2025-01-01 09:39:15
10.0.44.1,com.shopping.app,desktop,Android,organic,10,2025-01-01 10:50:08
10.0.2.9,com.android.chrome,mobile,iOS,organic,12,2025-01-01 11:29:47
10.0.16.8,com.shopping.app,mobile,Windows,organic,20,2025-01-01 10:03:12
10.0.6.3,com.shopping.app,desktop,Android,organic,3,2025-01-01 10:58:45
10.0.6.9,com.news.app,desktop,iOS,organic,15,2025-01-01 09:39:40
10.0.38.9,com.shopping.app,desktop,Windows,organic,18,2025-01-01 11:31:03
10.0.45.5,com.shopping.app,mobile,Android,organic,3,2025-01-01 10:19:40
10.0.18.3,com.news.app,mobile,iOS,organic,12,2025-01-01 10:27:49
10.0.29.5,com.android.chrome,mobile,Windows,organic,9,2025-01-01 10:20:00
10.0.7.5,com.news.app,desktop,iOS,organic,18,2025-01-01 11:16:17
10.0.17.1,com.shopping.app,mobile,iOS,organic,12,2025-01-01 09:56:14
10.0.41.9,com.android.chrome,desktop,Windows,organic,15,2025-01-01 10:44:39
10.0.42.5,com.news.app,desktop,Android,organic,11,2025-01-01 10:28:44
10.0.37.6,com.android.chrome,desktop,iOS,organic,14,2025-01-01 10:45:05
10.0.10.7,com.news.app,mobile,Windows,organic,8,2025-01-01 10:29:06
10.0.11.3,com.android.chrome,mobile,iOS,organic,1,2025-01-01 09:56:49
10.0.29.8,com.news.app,mobile,iOS,organic,13,2025-01-01 10:37:36
10.0.24.1,com.shopping.app,mobile,Android,organic,8,2025-01-01 11:18:33
10.0.16.3,com.android.chrome,mobile,iOS,organic,12,2025-01-01 10:29:50
10.0.42.2,com.android.chrome,desktop,iOS,organic,19,2025-01-01 09:57:17
10.0.17.4,com.shopping.app,desktop,Android,organic,10,2025-01-01 10:46:36
10.0.32.1,com.shopping.app,desktop,iOS,organic,8,2025-01-01 10:22:10
10.0.9.1,com.android.chrome,mobile,iOS,organic,9,2025-01-01 09:41:10
10.0.34.5,com.shopping.app,mobile,Windows,organic,19,2025-01-01 11:03:45
10.0.27.2,com.news.app,mobile,iOS,organic,19,2025-01-01 10:06:08
10.0.35.3,com.shopping.app,desktop,Windows,organic,17,2025-01-01 10:47:41
10.0.18.3,com.news.app,desktop,iOS,organic,19,2025-01-01 11:21:06
10.0.19.2,com.news.app,mobile,iOS,organic,7,2025-01-01 10:31:29
10.0.35.1,com.shopping.app,mobile,Windows,organic,5,2025-01-01 10:31:40
10.0.7.7,com.android.chrome,desktop,Windows,organic,7,2025-01-01 11:13:36
10.0.16.6,com.news.app,desktop,iOS,organic,8,2025-01-01 10:48:46
10.0.32.2,com.news.app,desktop,iOS,organic,7,2025-01-01 09:58:41
10.0.7.9,com.news.app,desktop,iOS,organic,13,2025-01-01 10:24:00
10.0.10.4,com.news.app,desktop,Android,organic,10,2025-01-01 10:32:35
10.0.12.6,com.news.app,desktop,Android,organic,17,2025-01-01 09:50:36
10.0.39.6,com.android.chrome,desktop,iOS,organic,7,2025-01-01 11:06:45
10.0.15.5,com.news.app,desktop,Android,organic,15,2025-01-01 10:33:08
10.0.47.9,com.shopping.app,mobile,Windows,organic,8,2025-01-01 09:42:25
10.0.4.9,com.news.app,mobile,iOS,organic,13,2025-01-01 10:25:00
10.0.32.8,com.shopping.app,desktop,Android,organic,9,2025-01-01 10:33:41
10.0.49.7,com.android.chrome,desktop,Android,organic,5,2025-01-01 09:59:44
10.0.38.3,com.android.chrome,desktop,iOS,organic,7,2025-01-01 10:51:09
10.0.20.7,com.news.app,desktop,Windows,organic,14,2025-01-01 10:08:32
10.0.16.1,com.shopping.app,desktop,Windows,organic,11,2025-01-01 09:42:55
10.0.19.6,com.news.app,desktop,iOS,organic,12,2025-01-01 11:00:24
10.0.39.1,com.news.app,mobile,Android,organic,7,2025-01-01 10:00:19
10.0.19.7,com.android.chrome,mobile,iOS,organic,13,2025-01-01 11:18:08
10.0.12.4,com.android.chrome,mobile,Windows,organic,23,2025-01-01 11:44:21
10.0.14.2,com.news.app,mobile,Android,organic,17,2025-01-01 10:18:00
10.0.12.7,com.shopping.app,desktop,iOS,organic,13,2025-01-01 11:53:40
10.0.4.9,com.shopping.app,desktop,iOS,organic,21,2025-01-01 10:35:42
10.0.12.7,com.android.chrome,mobile,Windows,organic,19,2025-01-01 10:09:44
10.0.22.5,com.shopping.app,mobile,Android,organic,13,2025-01-01 10:18:36
10.0.18.3,com.news.app,mobile,iOS,organic,3,2025-01-01 11:11:15
10.0.7.4,com.news.app,mobile,Android,organic,6,2025-01-01 11:02:44
10.0.8.9,com.news.app,mobile,Windows,organic,5,2025-01-01 09:43:55
10.0.44.9,com.shopping.app,mobile,iOS,organic,11,2025-01-01 10:01:36
10.0.34.8,com.news.app,mobile,Android,organic,9,2025-01-01 11:03:26
10.0.15.3,com.news.app,mobile,Android,organic,21,2025-01-01 10:54:50
10.0.39.4,com.news.app,mobile,Android,organic,7,2025-01-01 11:48:09
10.0.7.3,com.android.chrome,mobile,Windows,organic,21,2025-01-01 11:48:28
10.0.43.7,com.android.chrome,mobile,Android,organic,16,2025-01-01 09:53:18
10.0.16.4,com.news.app,desktop,Android,organic,17,2025-01-01 11:13:30
10.0.2.8,com.news.app,desktop,iOS,organic,14,2025-01-01 11:40:30
10.0.21.1,com.news.app,mobile,Android,organic,14,2025-01-01 10:11:28
10.0.15.6,com.android.chrome,desktop,Android,organic,11,2025-01-01 10:02:39
10.0.17.8,com.news.app,desktop,Windows,organic,1,2025-01-01 11:14:30
10.0.29.3,com.android.chrome,desktop,iOS,organic,9,2025-01-01 11:23:44
10.0.24.7,com.news.app,desktop,iOS,organic,11,2025-01-01 10:21:00
10.0.46.3,com.shopping.app,mobile,Android,organic,15,2025-01-01 10:30:10
10.0.34.8,com.android.chrome,mobile,Windows,organic,11,2025-01-01 09:45:10
10.0.27.6,com.android.chrome,mobile,Windows,organic,11,2025-01-01 11:51:57
10.0.10.7,com.shopping.app,mobile,iOS,organic,6,2025-01-01 10:57:52
10.0.10.8,com.news.app,desktop,Windows,organic,1,2025-01-01 10:21:45
10.0.37.5,com.android.chrome,mobile,iOS,organic,16,2025-01-01 10:49:12
10.0.19.2,com.news.app,mobile,iOS,organic,9,2025-01-01 12:02:20
10.0.34.7,com.android.chrome,mobile,Android,organic,22,2025-01-01 11:26:08
10.0.49.3,com.android.chrome,desktop,Windows,organic,7,2025-01-01 11:53:51
10.0.41.4,com.news.app,desktop,Windows,organic,9,2025-01-01 09:55:00
10.0.12.9,com.shopping.app,mobile,iOS,organic,12,2025-01-01 10:04:17
10.0.33.5,com.news.app,mobile,Windows,organic,16,2025-01-01 10:04:24
10.0.48.2,com.android.chrome,mobile,Windows,organic,11,2025-01-01 10:13:44
10.0.39.8,com.shopping.app,mobile,Windows,organic,6,2025-01-01 10:50:48
10.0.34.5,com.android.chrome,desktop,Android,organic,8,2025-01-01 11:28:00
10.0.20.3,com.android.chrome,mobile,Android,organic,12,2025-01-01 11:46:48
10.0.45.2,com.android.chrome,mobile,Windows,organic,14,2025-01-01 09:46:25
10.0.23.6,com.news.app,mobile,iOS,organic,16,2025-01-01 10:14:24
10.0.4.8,com.news.app,mobile,iOS,organic,6,2025-01-01 11:29:04
10.0.14.4,com.news.app,mobile,Android,organic,2,2025-01-01 12:06:40
10.0.22.8,com.news.app,desktop,Windows,organic,12,2025-01-01 10:24:09
10.0.21.9,com.shopping.app,mobile,Windows,organic,17,2025-01-01 11:11:08
10.0.12.6,com.android.chrome,desktop,Android,organic,1,2025-01-01 11:58:17
10.0.3.6,com.shopping.app,desktop,Windows,organic,14,2025-01-01 10:34:00
10.0.15.7,com.news.app,mobile,iOS,organic,15,2025-01-01 11:21:15
10.0.28.4,com.android.chrome,mobile,iOS,organic,10,2025-01-01 11:02:38
10.0.23.3,com.shopping.app,mobile,Android,organic,19,2025-01-01 11:31:12
10.0.21.5,com.shopping.app,desktop,Android,organic,14,2025-01-01 11:22:00
10.0.41.5,com.news.app,desktop,iOS,organic,0,2025-01-01 11:12:46
10.0.21.5,com.android.chrome,desktop,Android,organic,11,2025-01-01 11:32:00
10.0.17.9,com.news.app,desktop,Android,organic,18,2025-01-01 11:03:43
10.0.46.3,com.news.app,mobile,iOS,organic,17,2025-01-01 10:54:24
10.0.12.7,com.shopping.app,desktop,iOS,organic,14,2025-01-01 10:35:30
10.0.46.9,com.shopping.app,desktop,Android,organic,14,2025-01-01 11:04:22
10.0.35.7,com.android.chrome,mobile,Android,organic,13,2025-01-01 10:26:15
10.0.36.5,com.android.chrome,desktop,Android,organic,8,2025-01-01 10:26:24
10.0.45.6,com.android.chrome,desktop,iOS,organic,13,2025-01-01 11:33:52
10.0.20.4,com.android.chrome,mobile,iOS,organic,14,2025-01-01 11:43:46
10.0.30.2,com.android.chrome,mobile,Android,organic,9,2025-01-01 11:53:42
10.0.32.9,com.android.chrome,mobile,Windows,organic,17,2025-01-01 11:05:40
10.0.36.8,com.news.app,desktop,iOS,organic,7,2025-01-01 10:36:50
10.0.7.8,com.shopping.app,mobile,Windows,organic,16,2025-01-01 10:46:42
10.0.23.1,com.shopping.app,mobile,Android,organic,8,2025-01-01 12:14:20
10.0.21.6,com.shopping.app,mobile,Android,organic,16,2025-01-01 09:48:40
10.0.8.4,com.shopping.app,mobile,iOS,organic,10,2025-01-01 10:18:00
10.0.18.8,com.news.app,mobile,Android,organic,17,2025-01-01 11:16:44
10.0.44.6,com.news.app,mobile,Android,organic,9,2025-01-01 12:05:53
10.0.42.8,com.android.chrome,desktop,Windows,organic,7,2025-01-01 11:36:48
10.0.26.1,com.news.app,desktop,iOS,organic,16,2025-01-01 11:46:53
10.0.31.8,com.news.app,mobile,Windows,organic,8,2025-01-01 11:57:00
10.0.39.2,com.android.chrome,desktop,iOS,organic,15,2025-01-01 12:17:00
10.0.40.2,com.news.app,mobile,Android,organic,16,2025-01-01 11:57:36
10.0.23.5,com.shopping.app,mobile,Android,organic,7,2025-01-01 10:48:43
10.0.14.7,com.news.app,desktop,Android,organic,7,2025-01-01 11:38:24
10.0.11.7,com.android.chrome,mobile,iOS,organic,7,2025-01-01 10:39:10
10.0.11.6,com.android.chrome,desktop,iOS,organic,6,2025-01-01 10:49:16
10.0.13.8,com.android.chrome,desktop,iOS,organic,9,2025-01-01 10:39:30
10.0.29.3,com.android.chrome,mobile,Windows,organic,2,2025-01-01 09:59:48
10.0.16.8,com.android.chrome,desktop,iOS,organic,6,2025-01-01 10:19:52
10.0.5.1,com.news.app,desktop,Android,organic,14,2025-01-01 10:50:00
10.0.4.6,com.news.app,mobile,iOS,organic,16,2025-01-01 12:10:19
10.0.46.3,com.news.app,desktop,Windows,organic,5,2025-01-01 10:20:16
10.0.14.2,com.shopping.app,desktop,iOS,organic,7,2025-01-01 11:50:51
10.0.30.3,com.android.chrome,mobile,Android,organic,7,2025-01-01 11:00:48
10.0.14.9,com.android.chrome,mobile,Android,organic,19,2025-01-01 10:40:50
10.0.15.8,com.news.app,desktop,Android,organic,15,2025-01-01 11:01:12
10.0.8.3,com.news.app,desktop,Android,organic,12,2025-01-01 11:41:52
10.0.2.4,com.shopping.app,desktop,Android,organic,8,2025-01-01 09:50:40
10.0.45.5,com.android.chrome,desktop,Windows,organic,17,2025-01-01 12:02:42
10.0.32.3,com.android.chrome,desktop,iOS,organic,10,2025-01-01 11:12:10
10.0.26.6,com.news.app,mobile,iOS,organic,19,2025-01-01 10:11:17
10.0.49.1,com.news.app,mobile,Android,organic,15,2025-01-01 10:52:12
10.0.47.5,com.news.app,desktop,Windows,organic,11,2025-01-01 11:23:02
10.0.37.2,com.news.app,desktop,iOS,organic,6,2025-01-01 12:24:40
10.0.32.7,com.shopping.app,mobile,Android,organic,21,2025-01-01 10:11:45
10.0.29.2,com.shopping.app,desktop,iOS,organic,7,2025-01-01 10:32:24
10.0.32.2,com.shopping.app,mobile,iOS,organic,7,2025-01-01 11:03:24
10.0.32.7,com.news.app,desktop,iOS,organic,10,2025-01-01 10:43:00
10.0.1.9,com.android.chrome,desktop,iOS,organic,10,2025-01-01 10:12:13
10.0.43.4,com.news.app,mobile,Android,organic,6,2025-01-01 11:24:40
10.0.8.6,com.shopping.app,mobile,Android,organic,15,2025-01-01 11:04:12
10.0.31.7,com.android.chrome,mobile,iOS,organic,7,2025-01-01 12:06:36
10.0.10.9,com.shopping.app,desktop,iOS,organic,14,2025-01-01 10:54:13
10.0.29.5,com.shopping.app,mobile,Windows,organic,16,2025-01-01 11:25:36
10.0.28.2,com.android.chrome,desktop,Windows,organic,7,2025-01-01 10:02:30
10.0.13.1,com.shopping.app,mobile,Android,organic,13,2025-01-01 10:13:02
10.0.48.7,com.news.app,desktop,Android,organic,16,2025-01-01 11:57:39
10.0.14.2,com.shopping.app,desktop,iOS,organic,14,2025-01-01 11:26:32
10.0.28.8,com.android.chrome,desktop,Windows,organic,13,2025-01-01 11:16:17
10.0.19.9,com.android.chrome,desktop,iOS,organic,8,2025-01-01 10:45:00
10.0.20.4,com.news.app,desktop,iOS,organic,15,2025-01-01 10:45:10
10.0.48.1,com.shopping.app,mobile,Android,organic,20,2025-01-01 11:38:00
10.0.33.1,com.shopping.app,mobile,iOS,organic,10,2025-01-01 10:03:18
10.0.29.5,com.shopping.app,mobile,Android,organic,16,2025-01-01 09:52:50
